text,category
Tomorrow morning varum poothu views 5 million and likes above 300k irukanum....guys we make it  #kaappaan,unknown_state
Oruthan ukkarunda...........?? Ratham patha payalu aana endru..Ivan sadharana aal kedayath  What word that???,unknown_state
Thalaa .... Wait   law,Positive
மண்ணு பொண்ணு ரென்டுமே முக்கியம்... 2ல எதுல கைய வச்சாலும் வெட்டுவோம்,unknown_state
தமிழ் சினிமாவில் 8வருடங்களுக்கு பிறகு ஒரு தரமான படம் திரெளபதி எனது சார்பாகவும் என் ஊர் சார்பாகவும் மோகன் அண்ணாவுக்கு வாழ்த்துக்கள்...எனது சார்பாக நான் 150பேர் படத்திற்கு இலவசமாக அழைத்துச் செல்கிறேன்...படம் வெற்றி பெற பச்சையாங்குப்பம் வன்னியர் கிராமம் சார்பாக வாழ்த்துக்கள்,Positive
Verithanama irukum Mannu ponnu rendum mukkiyam sema,Positive
Surya va pidikum na like pannunga,unknown_state
Apa idhulla sk van yarum illayada,Positive
Vetrimaran padatha patha saathi adakumurai innum iruka mari katuvan. Dont support him,Negative
veri veri  Vera leval,Positive
PUBG perisu illa FREE FIRE thaan....,Mixed_feelings
Surya + Selva + u1 = perfect combo,unknown_state
கோவை மாவட்டம் பெண்களை காக்கும் அணைத்து இன மக்களின் சார்பாக  படம் வெற்றி அடைய வாழ்த்துக்கள்  திரௌபதி தெருமாவன் நாடக காதல் கும்பலை தீயாக எரித்து சாம்பல் ஆக்க திரௌபதி படம் மூலம் மக்கள் விழிப்புணர்வு அடையட்டும்,Mixed_feelings
petta movie atta flop old man sotta boy,Negative
"நான் ஒரு சூத்திரன் ( பார்பானின் வப்பாட்டி மகன்.) ஆனா தேவிடியா பாசங்கனு சொல்ற ஜாதி யா பெருமையா வெற சொல்லி comment பண்றீங்க,, கேவலம் டா ஆனா நீங்க லாம்",Negative
oru vijayave pakka sahikathu ithula munnu vj,Mixed_feelings
Trending no 1 in Singapore Steady la,Positive
Kola gaand le iruken is a word Kola pasila iruken is an emotion,Positive
smiran fans like podunga semma azhaga irukanga 15 yrs back pona mathiri,unknown_state
ஏண்டா பொள்ளாச்சியில் ஒரு சம்பவம் நடந்தது சொந்த சாதிக்காரனு அப்படியே வாய் மூடிட்டு இருந்திங்க அதை அடுத்த சாதிக்காரங்க பன்றாங்னு காட்டுவீங்க அதாவது அடுத்த சாதிக்காரனவது அந்த பொண்ண காப்பாத்தணும்னு தான்ட  இருக்காங்க ஆனா சொந்த சாதிக்காரர்கள் சீரழிக்கும் ஒரு சம்பவத்தை ரெண்டு பேருக்குள்ள சண்டை மூட்டிவிடடுவது உங்களுக்கு ஒரு பொழப்பு தூதூதூதூ,Mixed_feelings
Evan la comments section ku like podradhuke varingalo like uh thathi vidu,Mixed_feelings
Thalapathi meela ulla viswasathala yen thalaiya asingga paduthuringga,Mixed_feelings
Ena da trailer evolo nala ah iruku,Negative
டேய் எவ்வளவு நாளா எங்கடா இருந்தீங்க. வாங்டா. படம் மாபெரும் வெற்றி அடையும் வாழ்த்துகள்.,Positive
Mext AWARDS ellam line la nillunga....,Positive
Vanniyar enam sarbaga  vetripera valthukkal,Positive
Yuvan bgm mass thala Vera leval,Positive
Anyone here for Abirami aftet seeing biggboss 3 tamil,Positive
"Pa.ranjith ventrimaaran movie la ponnu matum illa da,athula nilam iruku arasiyal iruku innuma da puriyala ungaluku....",unknown_state
Avlo onnum nalla illa sumar than padam odrathu konjam kastam,unknown_state
Thala pola verummmaaaa da sappypathy vgay ma -hahaha,Positive
கிராமனி' நாடார்' மூப்பர் 'சானார்' இன சான்றோர் குலத்தின் சார்பாக வாழ்த்துக்கள்....,Positive
நான் அரசியலுக்கு வருவது உறுதி. யார yematha பாக்குற இது 1996. செம டயலாக் மா,unknown_state
anna super  vijay naa masssssss,Positive
Krish movie mask mathiri erukku pa....,Positive
Nee va thala nanga irukom,Positive
பல உண்மை சம்பவங்களை கொண்டு உருவாக்கப்பட்ட #திரெளபதி,Positive
"போராடாம அவன் போகவும் மாட்டான் , சாகவும் மாட்டான்"".       ""U WILL SEE MY RAGE"" .         DAMN !  BEAST MODE TRAILER MAN!!!!!",Positive
Mallu running riot here. DAAAAAMN,unknown_state
Hindi me dub huyi hai kya,Positive
Yennada panni vassu irukinkhaa Vijay yaa,Negative
Pakka Mass irukkaru Thalaivar  Poglalukku Confirm Thalaivar treat tha,Positive
Iruku oru tharamaana sambavam inne iruku,Mixed_feelings
Innum Kaappaan Teaser Repeat Mode La Pakkuravanga Like,unknown_state
paaka lite ah godfather touch irukku.,unknown_state
"தமிழர்கள் நாம், அனைவரும் ஒன்று சோர்ந்து நம் பொது எதிரியை எதிர்க்க வேண்டிய நேரத்தில், இப்படி ஒரு படம் வேதனையளிக்கிறது,   தமிழ் வாழ்க தமிழினம் வாழ்க",Positive
Firstuu maatraan ...  Apram kaapaan  Lets wait and see,Mixed_feelings
விஸ்வகர்மா சமுதாயம் சார்பாக மாபெரும் வெற்றிப்படமாக அமைய வாழ்த்துகள்,Positive
இந்த படத்துக்கு ப்ரீ ப்ரோமசன நாடகக் காதல் தருதலை நாய்க பார்த்துக்குவனுக,Positive
"எந்த சாதியிலையும் செட்டியார் பெண்ணை காதலிப்போம் கவுண்டர் பெண்ணெ கட்டியணைப்போம்னு கோஷம் போடல, எந்த தலைவனும் சரக்கு மிடுக்கு, வயித்துல நம்ம சிசுனு உசுப்பேத்தல....  இப்போ இது பெரிய மேட்டர்ஆ ஆக காரணமே ரஞ்சித் இயக்கிய தயாரித்த படங்கள் தான்.",Mixed_feelings
"இப்படி எத்தனை படம் எடுத்தாலும் நோட்டாவுக்குதான் ""படித்த"" இளைஞர்கள் வாக்கை போடுவான் ஏனென்றால் அரசியலை பற்றி அவனுக்கு கற்றுக்கொடுக்கவை இல்லை. படத்தின் மூலமாக அரசியல் படிப்பவனெல்லாம் நடிகனைத்தான் பாற்கிறான். வாக்கு செலுத்துவதற்கு விஜயின் ""சர்கார"", விவசாய பிரச்சனைக்கு ""கத்தி"", இளைஞர்கள் அரசியல் வருவதற்கு என்ஜீகே. படங்களில் ஜனரஞ்சகமாக காண்பிக்கப்படும் அரசியல். ஆனால் நடைமுறை வாழ்க்கையில் அரசியலை பற்றி படிப்பது ரொம்ப முக்கியம். அதிமுக திமுகவுக்கு வாக்கு செலுத்துனா கூட பரவாயில்லை. ஆனால், நோட்டாவுக்கு வாக்கு போட்டு உங்க வாக்கை குப்பையில் போடாதீர்கள். யாரையுமே பிடிக்கவில்லையென்றால் நீங்களே ஒரு வழியாக மாறுங்கள்.",Mixed_feelings
Surya anna . Vera level ......,Positive
பாட்டாளி மக்கள் கட்சி காஞ்சிபுரம் இனிமே ஆட்டம் ஆரம்பம்  வன்னியர் பெண்கள்மீது கை வைச்ச வெட்டி போடு பாத்துக்கலாம்,Positive
Innum 3 days irukk..  10 million aakkalama?? ..  repeat mode on,Positive
காத்திருந்த நாட்கள் எல்லாம் கடந்துவிட்டது  தலைவனை காணும் நாள் நெருங்கிவிட்டது... #NGKFromMay31,Positive
Surya vah pathaley enaku orey siripu dha... Comedy Piece🤣🤣🤣🤣 Idha karthi panna soopr ah irukum.... Surya ku set agala,Negative
"I like Ajith, but I don't like his getup  over age Ajith........",Mixed_feelings
Sema bangam..idhu 96 yara yemathringa..vera level...innum 20 years analum adhukkum yara yemathringa idhu 96..purinjavanga like pottu ponga,unknown_state
மண்ணும் எங்களுடையதுதான் பொண்ணும் எங்களுடையதான் போடுல,unknown_state
super thala fan sollurathuku perumaya iruku,Positive
Oruthavarukku viswasama irukirathukku kaga mathavangala yeh asinga paduthirienga???,Positive
